D1    dce_setenv          | Debug level is <DEBUG:DEBUG>
D2757 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2759 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2760 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2761 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D2762 dce_push_long       | sending <dce_rpccount>=0
D2763 dce_pop_long        | got <dce_rpccount>=80207
D2764 dce_pop_int         | got <dce_svr_pid>=13146
D2765 dce_submit_ext      | data transferred, Socket <968> closed
D2766 dce_pop_long        | got <dce_result>=1
D2767 dce_table_destroy   | about to clear <996cf50>
D2768 dce_table_destroy   | current time is <Mon Sep 07 15:29:37 2020>
D2769 dce_findserver      | current time is <Mon Sep 07 15:29:37 2020>
D2770 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D2771 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2772 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2773 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D2774 dce_push_long       | sending <dce_rpccount>=0
D2775 dce_pop_long        | got <dce_rpccount>=55151682
D2776 dce_pop_int         | got <dce_svr_pid>=25945
D2777 dce_submit_ext      | data transferred, Socket <968> closed
D2778 dce_table_destroy   | about to clear <996c100>
D2779 dce_table_destroy   | current time is <Mon Sep 07 15:29:37 2020>
D2780 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2782 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2783 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2784 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D2785 dce_push_long       | sending <dce_rpccount>=0
D2786 dce_pop_long        | got <dce_rpccount>=80208
D2787 dce_pop_int         | got <dce_svr_pid>=13146
D2788 dce_submit_ext      | data transferred, Socket <968> closed
D2789 dce_pop_long        | got <dce_result>=1
D2790 dce_table_destroy   | about to clear <996c9e0>
D2791 dce_table_destroy   | current time is <Mon Sep 07 15:29:37 2020>
D2792 dce_findserver      | current time is <Mon Sep 07 15:29:37 2020>
D2793 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <968>
D2794 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2795 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2796 dce_submit_ext      |    :function<dce_get_serverlist>:socket<968>
D2797 dce_push_long       | sending <dce_rpccount>=0
D2798 dce_pop_long        | got <dce_rpccount>=55151684
D2799 dce_pop_int         | got <dce_svr_pid>=25945
D2800 dce_submit_ext      | data transferred, Socket <968> closed
D2801 dce_table_destroy   | about to clear <996d220>
D2802 dce_table_destroy   | current time is <Mon Sep 07 15:29:37 2020>
D2803 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2805 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2806 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2807 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<968>
D2808 dce_push_long       | sending <dce_rpccount>=0
D2809 dce_pop_long        | got <dce_rpccount>=80209
D2810 dce_pop_int         | got <dce_svr_pid>=13146
D2811 dce_submit_ext      | data transferred, Socket <968> closed
D2812 dce_pop_long        | got <dce_result>=0
D2813 dce_table_destroy   | about to clear <996dd80>
D2814 dce_table_destroy   | current time is <Mon Sep 07 15:29:37 2020>
D2815 dce_findserver      | current time is <Mon Sep 07 15:29:58 2020>
D2816 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <1696>
D2817 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2818 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2819 dce_submit_ext      |    :function<dce_get_serverlist>:socket<1696>
D2820 dce_push_long       | sending <dce_rpccount>=0
D2821 dce_pop_long        | got <dce_rpccount>=55151937
D2822 dce_pop_int         | got <dce_svr_pid>=25945
D2823 dce_submit_ext      | data transferred, Socket <1696> closed
D2824 dce_table_destroy   | about to clear <996dc10>
D2825 dce_table_destroy   | current time is <Mon Sep 07 15:29:58 2020>
D2826 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2828 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2829 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2830 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<1696>
D2831 dce_push_long       | sending <dce_rpccount>=0
D2832 dce_pop_long        | got <dce_rpccount>=80211
D2833 dce_pop_int         | got <dce_svr_pid>=13146
D2834 dce_submit_ext      | data transferred, Socket <1696> closed
D2835 dce_pop_long        | got <dce_result>=0
D2836 dce_table_destroy   | about to clear <996d420>
D2837 dce_table_destroy   | current time is <Mon Sep 07 15:29:58 2020>
D2838 dce_findserver      | current time is <Mon Sep 07 15:29:59 2020>
D2839 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <1696>
D2840 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2841 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2842 dce_submit_ext      |    :function<dce_get_serverlist>:socket<1696>
D2843 dce_push_long       | sending <dce_rpccount>=0
D2844 dce_pop_long        | got <dce_rpccount>=55151980
D2845 dce_pop_int         | got <dce_svr_pid>=25945
D2846 dce_submit_ext      | data transferred, Socket <1696> closed
D2847 dce_table_destroy   | about to clear <996d660>
D2848 dce_table_destroy   | current time is <Mon Sep 07 15:29:59 2020>
D2849 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2851 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2852 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2853 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<1696>
D2854 dce_push_long       | sending <dce_rpccount>=0
D2855 dce_pop_long        | got <dce_rpccount>=80212
D2856 dce_pop_int         | got <dce_svr_pid>=13146
D2857 dce_submit_ext      | data transferred, Socket <1696> closed
D2858 dce_pop_long        | got <dce_result>=1
D2859 dce_table_destroy   | about to clear <996eb10>
D2860 dce_table_destroy   | current time is <Mon Sep 07 15:29:59 2020>
D2861 dce_findserver      | current time is <Mon Sep 07 15:29:59 2020>
D2862 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <1696>
D2863 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2864 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2865 dce_submit_ext      |    :function<dce_get_serverlist>:socket<1696>
D2866 dce_push_long       | sending <dce_rpccount>=0
D2867 dce_pop_long        | got <dce_rpccount>=55151982
D2868 dce_pop_int         | got <dce_svr_pid>=25945
D2869 dce_submit_ext      | data transferred, Socket <1696> closed
D2870 dce_table_destroy   | about to clear <996e2d0>
D2871 dce_table_destroy   | current time is <Mon Sep 07 15:29:59 2020>
D2872 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2874 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2875 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2876 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<1696>
D2877 dce_push_long       | sending <dce_rpccount>=0
D2878 dce_pop_long        | got <dce_rpccount>=80213
D2879 dce_pop_int         | got <dce_svr_pid>=13146
D2880 dce_submit_ext      | data transferred, Socket <1696> closed
D2881 dce_pop_long        | got <dce_result>=0
D2882 dce_table_destroy   | about to clear <996e2d0>
D2883 dce_table_destroy   | current time is <Mon Sep 07 15:30:00 2020>
D2884 dce_findserver      | current time is <Mon Sep 07 15:30:00 2020>
D2885 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <1696>
D2886 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2887 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2888 dce_submit_ext      |    :function<dce_get_serverlist>:socket<1696>
D2889 dce_push_long       | sending <dce_rpccount>=0
D2890 dce_pop_long        | got <dce_rpccount>=55151984
D2891 dce_pop_int         | got <dce_svr_pid>=25945
D2892 dce_submit_ext      | data transferred, Socket <1696> closed
D2893 dce_table_destroy   | about to clear <996e2d0>
D2894 dce_table_destroy   | current time is <Mon Sep 07 15:30:00 2020>
D2895 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2897 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2898 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2899 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<1696>
D2900 dce_push_long       | sending <dce_rpccount>=0
D2901 dce_pop_long        | got <dce_rpccount>=80214
D2902 dce_pop_int         | got <dce_svr_pid>=13146
D2903 dce_submit_ext      | data transferred, Socket <1696> closed
D2904 dce_pop_long        | got <dce_result>=0
D2905 dce_table_destroy   | about to clear <996ee70>
D2906 dce_table_destroy   | current time is <Mon Sep 07 15:30:00 2020>
D2907 dce_findserver      | current time is <Mon Sep 07 15:30:01 2020>
D2908 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <1696>
D2909 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2910 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2911 dce_submit_ext      |    :function<dce_get_serverlist>:socket<1696>
D2912 dce_push_long       | sending <dce_rpccount>=0
D2913 dce_pop_long        | got <dce_rpccount>=55151987
D2914 dce_pop_int         | got <dce_svr_pid>=25945
D2915 dce_submit_ext      | data transferred, Socket <1696> closed
D2916 dce_table_destroy   | about to clear <996e330>
D2917 dce_table_destroy   | current time is <Mon Sep 07 15:30:01 2020>
D2918 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2920 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2921 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2922 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<1696>
D2923 dce_push_long       | sending <dce_rpccount>=0
D2924 dce_pop_long        | got <dce_rpccount>=80215
D2925 dce_pop_int         | got <dce_svr_pid>=13146
D2926 dce_submit_ext      | data transferred, Socket <1696> closed
D2927 dce_pop_long        | got <dce_result>=1
D2928 dce_table_destroy   | about to clear <996e4a0>
D2929 dce_table_destroy   | current time is <Mon Sep 07 15:30:01 2020>
D2930 dce_findserver      | current time is <Mon Sep 07 15:30:01 2020>
D2931 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <1696>
D2932 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2933 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2934 dce_submit_ext      |    :function<dce_get_serverlist>:socket<1696>
D2935 dce_push_long       | sending <dce_rpccount>=0
D2936 dce_pop_long        | got <dce_rpccount>=55151988
D2937 dce_pop_int         | got <dce_svr_pid>=25945
D2938 dce_submit_ext      | data transferred, Socket <1696> closed
D2939 dce_table_destroy   | about to clear <996fb60>
D2940 dce_table_destroy   | current time is <Mon Sep 07 15:30:01 2020>
D2941 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2943 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2944 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2945 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<1696>
D2946 dce_push_long       | sending <dce_rpccount>=0
D2947 dce_pop_long        | got <dce_rpccount>=80216
D2948 dce_pop_int         | got <dce_svr_pid>=13146
D2949 dce_submit_ext      | data transferred, Socket <1696> closed
D2950 dce_pop_long        | got <dce_result>=0
D2951 dce_table_destroy   | about to clear <996f630>
D2952 dce_table_destroy   | current time is <Mon Sep 07 15:30:01 2020>
D2953 dce_findserver      | current time is <Mon Sep 07 15:30:03 2020>
D2954 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <1696>
D2955 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2956 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2957 dce_submit_ext      |    :function<dce_get_serverlist>:socket<1696>
D2958 dce_push_long       | sending <dce_rpccount>=0
D2959 dce_pop_long        | got <dce_rpccount>=55151993
D2960 dce_pop_int         | got <dce_svr_pid>=25945
D2961 dce_submit_ext      | data transferred, Socket <1696> closed
D2962 dce_table_destroy   | about to clear <996f350>
D2963 dce_table_destroy   | current time is <Mon Sep 07 15:30:03 2020>
D2964 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2966 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2967 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2968 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<1696>
D2969 dce_push_long       | sending <dce_rpccount>=0
D2970 dce_pop_long        | got <dce_rpccount>=80217
D2971 dce_pop_int         | got <dce_svr_pid>=13146
D2972 dce_submit_ext      | data transferred, Socket <1696> closed
D2973 dce_pop_long        | got <dce_result>=0
D2974 dce_table_destroy   | about to clear <996f350>
D2975 dce_table_destroy   | current time is <Mon Sep 07 15:30:03 2020>
D2976 dce_findserver      | current time is <Mon Sep 07 15:30:04 2020>
D2977 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <1696>
D2978 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D2979 dce_submit_ext      | about to submit RPC to <OECbroker:>
D2980 dce_submit_ext      |    :function<dce_get_serverlist>:socket<1696>
D2981 dce_push_long       | sending <dce_rpccount>=0
D2982 dce_pop_long        | got <dce_rpccount>=55152003
D2983 dce_pop_int         | got <dce_svr_pid>=25945
D2984 dce_submit_ext      | data transferred, Socket <1696> closed
D2985 dce_table_destroy   | about to clear <996f350>
D2986 dce_table_destroy   | current time is <Mon Sep 07 15:30:04 2020>
D2987 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W2989 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D2990 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D2991 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<1696>
D2992 dce_push_long       | sending <dce_rpccount>=0
D2993 dce_pop_long        | got <dce_rpccount>=80218
D2994 dce_pop_int         | got <dce_svr_pid>=13146
D2995 dce_submit_ext      | data transferred, Socket <1696> closed
D2996 dce_pop_long        | got <dce_result>=1
D2997 dce_table_destroy   | about to clear <996f3c0>
D2998 dce_table_destroy   | current time is <Mon Sep 07 15:30:04 2020>
D2999 dce_findserver      | current time is <Mon Sep 07 15:30:04 2020>
D3000 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <1696>
D3001 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D3002 dce_submit_ext      | about to submit RPC to <OECbroker:>
D3003 dce_submit_ext      |    :function<dce_get_serverlist>:socket<1696>
D3004 dce_push_long       | sending <dce_rpccount>=0
D3005 dce_pop_long        | got <dce_rpccount>=55152004
D3006 dce_pop_int         | got <dce_svr_pid>=25945
D3007 dce_submit_ext      | data transferred, Socket <1696> closed
D3008 dce_table_destroy   | about to clear <9961e70>
D3009 dce_table_destroy   | current time is <Mon Sep 07 15:30:04 2020>
D3010 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W3012 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D3013 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D3014 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<1696>
D3015 dce_push_long       | sending <dce_rpccount>=0
D3016 dce_pop_long        | got <dce_rpccount>=80219
D3017 dce_pop_int         | got <dce_svr_pid>=13146
D3018 dce_submit_ext      | data transferred, Socket <1696> closed
D3019 dce_pop_long        | got <dce_result>=0
D3020 dce_table_destroy   | about to clear <9961f10>
D3021 dce_table_destroy   | current time is <Mon Sep 07 15:30:04 2020>
D3022 dce_findserver      | current time is <Mon Sep 07 15:30:04 2020>
D3023 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <1696>
D3024 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D3025 dce_submit_ext      | about to submit RPC to <OECbroker:>
D3026 dce_submit_ext      |    :function<dce_get_serverlist>:socket<1696>
D3027 dce_push_long       | sending <dce_rpccount>=0
D3028 dce_pop_long        | got <dce_rpccount>=55152011
D3029 dce_pop_int         | got <dce_svr_pid>=25945
D3030 dce_submit_ext      | data transferred, Socket <1696> closed
D3031 dce_table_destroy   | about to clear <99623e0>
D3032 dce_table_destroy   | current time is <Mon Sep 07 15:30:04 2020>
D3033 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W3035 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D3036 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D3037 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<1696>
D3038 dce_push_long       | sending <dce_rpccount>=0
D3039 dce_pop_long        | got <dce_rpccount>=80220
D3040 dce_pop_int         | got <dce_svr_pid>=13146
D3041 dce_submit_ext      | data transferred, Socket <1696> closed
D3042 dce_pop_long        | got <dce_result>=0
D3043 dce_table_destroy   | about to clear <9962cd0>
D3044 dce_table_destroy   | current time is <Mon Sep 07 15:30:04 2020>
D3045 dce_findserver      | current time is <Mon Sep 07 15:30:05 2020>
D3046 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <1696>
D3047 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D3048 dce_submit_ext      | about to submit RPC to <OECbroker:>
D3049 dce_submit_ext      |    :function<dce_get_serverlist>:socket<1696>
D3050 dce_push_long       | sending <dce_rpccount>=0
D3051 dce_pop_long        | got <dce_rpccount>=55152016
D3052 dce_pop_int         | got <dce_svr_pid>=25945
D3053 dce_submit_ext      | data transferred, Socket <1696> closed
D3054 dce_table_destroy   | about to clear <99628f0>
D3055 dce_table_destroy   | current time is <Mon Sep 07 15:30:05 2020>
D3056 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W3058 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D3059 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D3060 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<1696>
D3061 dce_push_long       | sending <dce_rpccount>=0
D3062 dce_pop_long        | got <dce_rpccount>=80221
D3063 dce_pop_int         | got <dce_svr_pid>=13146
D3064 dce_submit_ext      | data transferred, Socket <1696> closed
D3065 dce_pop_long        | got <dce_result>=0
D3066 dce_table_destroy   | about to clear <9962ba0>
D3067 dce_table_destroy   | current time is <Mon Sep 07 15:30:05 2020>
D3068 dce_findserver      | current time is <Mon Sep 07 15:30:06 2020>
D3069 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <1696>
D3070 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D3071 dce_submit_ext      | about to submit RPC to <OECbroker:>
D3072 dce_submit_ext      |    :function<dce_get_serverlist>:socket<1696>
D3073 dce_push_long       | sending <dce_rpccount>=0
D3074 dce_pop_long        | got <dce_rpccount>=55152017
D3075 dce_pop_int         | got <dce_svr_pid>=25945
D3076 dce_submit_ext      | data transferred, Socket <1696> closed
D3077 dce_table_destroy   | about to clear <9962440>
D3078 dce_table_destroy   | current time is <Mon Sep 07 15:30:06 2020>
D3079 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W3081 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D3082 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D3083 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<1696>
D3084 dce_push_long       | sending <dce_rpccount>=0
D3085 dce_pop_long        | got <dce_rpccount>=80222
D3086 dce_pop_int         | got <dce_svr_pid>=13146
D3087 dce_submit_ext      | data transferred, Socket <1696> closed
D3088 dce_pop_long        | got <dce_result>=1
D3089 dce_table_destroy   | about to clear <9963e30>
D3090 dce_table_destroy   | current time is <Mon Sep 07 15:30:06 2020>
D3091 dce_findserver      | current time is <Mon Sep 07 15:30:06 2020>
D3092 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <1696>
D3093 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D3094 dce_submit_ext      | about to submit RPC to <OECbroker:>
D3095 dce_submit_ext      |    :function<dce_get_serverlist>:socket<1696>
D3096 dce_push_long       | sending <dce_rpccount>=0
D3097 dce_pop_long        | got <dce_rpccount>=55152021
D3098 dce_pop_int         | got <dce_svr_pid>=25945
D3099 dce_submit_ext      | data transferred, Socket <1696> closed
D3100 dce_table_destroy   | about to clear <99635e0>
D3101 dce_table_destroy   | current time is <Mon Sep 07 15:30:06 2020>
D3102 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W3104 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D3105 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D3106 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<1696>
D3107 dce_push_long       | sending <dce_rpccount>=0
D3108 dce_pop_long        | got <dce_rpccount>=80223
D3109 dce_pop_int         | got <dce_svr_pid>=13146
D3110 dce_submit_ext      | data transferred, Socket <1696> closed
D3111 dce_pop_long        | got <dce_result>=0
D3112 dce_table_destroy   | about to clear <9963140>
D3113 dce_table_destroy   | current time is <Mon Sep 07 15:30:06 2020>
D3114 dce_findserver      | current time is <Mon Sep 07 15:30:07 2020>
D3115 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <1696>
D3116 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D3117 dce_submit_ext      | about to submit RPC to <OECbroker:>
D3118 dce_submit_ext      |    :function<dce_get_serverlist>:socket<1696>
D3119 dce_push_long       | sending <dce_rpccount>=0
D3120 dce_pop_long        | got <dce_rpccount>=55152033
D3121 dce_pop_int         | got <dce_svr_pid>=25945
D3122 dce_submit_ext      | data transferred, Socket <1696> closed
D3123 dce_table_destroy   | about to clear <9963e30>
D3124 dce_table_destroy   | current time is <Mon Sep 07 15:30:07 2020>
D3125 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W3127 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D3128 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D3129 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<1696>
D3130 dce_push_long       | sending <dce_rpccount>=0
D3131 dce_pop_long        | got <dce_rpccount>=80224
D3132 dce_pop_int         | got <dce_svr_pid>=13146
D3133 dce_submit_ext      | data transferred, Socket <1696> closed
D3134 dce_pop_long        | got <dce_result>=0
D3135 dce_table_destroy   | about to clear <9963630>
D3136 dce_table_destroy   | current time is <Mon Sep 07 15:30:07 2020>
D3137 dce_findserver      | current time is <Mon Sep 07 15:30:07 2020>
D3138 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <1696>
D3139 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D3140 dce_submit_ext      | about to submit RPC to <OECbroker:>
D3141 dce_submit_ext      |    :function<dce_get_serverlist>:socket<1696>
D3142 dce_push_long       | sending <dce_rpccount>=0
D3143 dce_pop_long        | got <dce_rpccount>=55152044
D3144 dce_pop_int         | got <dce_svr_pid>=25945
D3145 dce_submit_ext      | data transferred, Socket <1696> closed
D3146 dce_table_destroy   | about to clear <99631e0>
D3147 dce_table_destroy   | current time is <Mon Sep 07 15:30:07 2020>
D3148 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W3150 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D3151 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D3152 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<1696>
D3153 dce_push_long       | sending <dce_rpccount>=0
D3154 dce_pop_long        | got <dce_rpccount>=80225
D3155 dce_pop_int         | got <dce_svr_pid>=13146
D3156 dce_submit_ext      | data transferred, Socket <1696> closed
D3157 dce_pop_long        | got <dce_result>=1
D3158 dce_table_destroy   | about to clear <9964740>
D3159 dce_table_destroy   | current time is <Mon Sep 07 15:30:07 2020>
D3160 dce_findserver      | current time is <Mon Sep 07 15:30:07 2020>
D3161 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <1696>
D3162 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D3163 dce_submit_ext      | about to submit RPC to <OECbroker:>
D3164 dce_submit_ext      |    :function<dce_get_serverlist>:socket<1696>
D3165 dce_push_long       | sending <dce_rpccount>=0
D3166 dce_pop_long        | got <dce_rpccount>=55152050
D3167 dce_pop_int         | got <dce_svr_pid>=25945
D3168 dce_submit_ext      | data transferred, Socket <1696> closed
D3169 dce_table_destroy   | about to clear <9964e60>
D3170 dce_table_destroy   | current time is <Mon Sep 07 15:30:07 2020>
D3171 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W3173 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D3174 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D3175 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<1696>
D3176 dce_push_long       | sending <dce_rpccount>=0
D3177 dce_pop_long        | got <dce_rpccount>=80226
D3178 dce_pop_int         | got <dce_svr_pid>=13146
D3179 dce_submit_ext      | data transferred, Socket <1696> closed
D3180 dce_pop_long        | got <dce_result>=0
D3181 dce_table_destroy   | about to clear <9964eb0>
D3182 dce_table_destroy   | current time is <Mon Sep 07 15:30:07 2020>
D3183 dce_findserver      | current time is <Mon Sep 07 15:30:08 2020>
D3184 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <1696>
D3185 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D3186 dce_submit_ext      | about to submit RPC to <OECbroker:>
D3187 dce_submit_ext      |    :function<dce_get_serverlist>:socket<1696>
D3188 dce_push_long       | sending <dce_rpccount>=0
D3189 dce_pop_long        | got <dce_rpccount>=55152055
D3190 dce_pop_int         | got <dce_svr_pid>=25945
D3191 dce_submit_ext      | data transferred, Socket <1696> closed
D3192 dce_table_destroy   | about to clear <9964eb0>
D3193 dce_table_destroy   | current time is <Mon Sep 07 15:30:08 2020>
D3194 dce_cache_refresh   | The broker sent an updated serverlist: <192.168.2.10/emis1:49361:0|>

W3196 dce_findserver      | =======<sl_p_88>@<192.168.2.10/emis1>:<49361>=======
D3197 dce_submit_ext      | about to submit RPC to <sl_p_88:>
D3198 dce_submit_ext      |    :function<sl_online_result_ul_4>:socket<1696>
D3199 dce_push_long       | sending <dce_rpccount>=0
D3200 dce_pop_long        | got <dce_rpccount>=80227
D3201 dce_pop_int         | got <dce_svr_pid>=13146
D3202 dce_submit_ext      | data transferred, Socket <1696> closed
D3203 dce_pop_long        | got <dce_result>=0
D3204 dce_table_destroy   | about to clear <99641f0>
D3205 dce_table_destroy   | current time is <Mon Sep 07 15:30:08 2020>
D3206 dce_findserver      | current time is <Mon Sep 07 15:30:09 2020>
D3207 connect_broker_insta| Connected to broker <emis1.duih.org:13000> at socket <368>
D3208 dce_push_char_Nstr  | sending <interface>="sl_p_88"
D3209 dce_submit_ext      | about to submit RPC to <OECbroker:>
D3210 dce_submit_ext      |    :function<dce_get_serverlist>:socket<368>
D3211 dce_push_long       | sending <dce_rpccount>=0
D3212 dce_pop_long        | got <dce_rpccount>=55152061
